0, 0, "[30.0, 0.0, 0.0, 0.0, 0.5, 0.0]", 0.4154103852596315, 0.6432160804020101
0, 0, "[30.0, 0.0, 0.0, 0.0, 1.0, 0.0]", 0.40033500837520936, 0.6423785594639866
0, 0, "[30.0, 0.0, 0.0, 0.0, 1.5, 0.0]", 0.39782244556113905, 0.6398659966499163
0, 0, "[30.0, 0.0, 0.0, 1.0, 0.5, 0.0]", 0.4103852596314908, 0.6407035175879398
0, 0, "[30.0, 0.0, 0.0, 1.0, 1.0, 0.0]", 0.39949748743718594, 0.6432160804020101
0, 0, "[30.0, 0.0, 0.0, 1.0, 1.5, 0.0]", 0.3961474036850921, 0.6398659966499163
0, 0, "[30.0, 0.0, 0.0, 2.0, 0.5, 0.0]", 0.40954773869346733, 0.6415410385259631
0, 0, "[30.0, 0.0, 0.0, 2.0, 1.0, 0.0]", 0.39865996649916247, 0.644891122278057
0, 0, "[30.0, 0.0, 0.0, 2.0, 1.5, 0.0]", 0.3961474036850921, 0.6415410385259631
0, 0, "[60.0, 0.0, 0.0, 0.0, 0.5, 0.0]", 0.44974874371859297, 0.661641541038526
0, 0, "[60.0, 0.0, 0.0, 0.0, 1.0, 0.0]", 0.4355108877721943, 0.6566164154103853
0, 0, "[60.0, 0.0, 0.0, 0.0, 1.5, 0.0]", 0.43132328308207707, 0.6557788944723618
0, 0, "[60.0, 0.0, 0.0, 1.0, 0.5, 0.0]", 0.4455611390284757, 0.6608040201005025
0, 0, "[60.0, 0.0, 0.0, 1.0, 1.0, 0.0]", 0.4321608040201005, 0.6582914572864321
0, 0, "[60.0, 0.0, 0.0, 1.0, 1.5, 0.0]", 0.4288107202680067, 0.6557788944723618
0, 0, "[60.0, 0.0, 0.0, 2.0, 0.5, 0.0]", 0.44472361809045224, 0.6608040201005025
0, 0, "[60.0, 0.0, 0.0, 2.0, 1.0, 0.0]", 0.43132328308207707, 0.6582914572864321
0, 0, "[60.0, 0.0, 0.0, 2.0, 1.5, 0.0]", 0.4271356783919598, 0.6549413735343383
0, 0, "[90.0, 0.0, 0.0, 0.0, 0.5, 0.0]", 0.46984924623115576, 0.669179229480737
0, 0, "[90.0, 0.0, 0.0, 0.0, 1.0, 0.0]", 0.4581239530988275, 0.669179229480737
0, 0, "[90.0, 0.0, 0.0, 0.0, 1.5, 0.0]", 0.45142378559463986, 0.6675041876046901
0, 0, "[90.0, 0.0, 0.0, 1.0, 0.5, 0.0]", 0.4648241206030151, 0.6700167504187605
0, 0, "[90.0, 0.0, 0.0, 1.0, 1.0, 0.0]", 0.44974874371859297, 0.6683417085427136
